0,0,0.3978836006666666,0.5125000017499999,0.034722222222222224,0.0,0.04794973630555556,0.006944444444444444,0.07037037072222223,
0,1,0.43124937441860495,0.4480114713546513,0.051525009703488354,0.0,0.05229831599418605,0.016915836261627907,0.09350313830813953,
0,2,0.47986524975,0.39581266874999993,0.056576554885416665,0.007291666854166667,0.0548983143125,0.005555555687500001,0.10222387645833332,
0,3,0.5217372172444444,0.3780952410222222,0.03588183504444444,0.0,0.0642857154,0.0,0.11776896051111112,
0,4,0.5484086920707071,0.3462762564848484,0.02822671206060606,0.015151515151515152,0.050897867989899,0.011038961131313132,0.1544171881010101,
0,5,0.47796503211940294,0.39788238592537317,0.05782397602238805,0.011194029850746268,0.03808043173880597,0.017054152522388063,0.09718964748507461,
0,6,0.488768256432,0.42986349479200014,0.031219047784,0.0,0.03913968336,0.011009523984,0.11920000051999999,
0,7,0.4591504600821918,0.45287093246575344,0.038698630383561645,0.002283105089041096,0.04024269166438356,0.0067541856986301375,0.11354938869178083,
0,8,0.4867273972222223,0.4189003166666667,0.029027377351851853,0.0,0.05555255001851851,0.00979236837037037,0.10132275202777777,
0,9,0.6161538495692307,0.2912820536461538,0.03576923081538461,0.0009615384615384616,0.04044871833846154,0.015384615384615385,0.21777472586153843,
1,0,0.2983357951444445,0.42809580302222255,0.05958368268333332,0.0011111111277777779,0.14847697125000003,0.06439665072777775,0.05008108910555556,
1,1,0.3994445308481011,0.3502475982025316,0.07033662211392404,0.005384942443037975,0.1234532604303797,0.051133053164556956,0.03906966063291139,
1,2,0.33454959417391295,0.41732850501630436,0.06486570154891305,0.003231068527173913,0.12376192135869563,0.05597718155434782,0.05160669932608695,
1,3,0.3454292004705881,0.41673187198039213,0.061673250352941175,0.004276800176470589,0.11489271737254901,0.05699616992156861,0.043217412705882335,
1,4,0.3539193424883721,0.41373258025581394,0.06760039962790698,0.0011837194883720927,0.10840911488372093,0.05515484879069767,0.030538510139534878,
1,5,0.3605388325116277,0.3868189487325581,0.06715630229651161,0.0023160728255813955,0.11663419181395353,0.06632033269767437,0.04074704912209302,
1,6,0.34384422821604926,0.4254673115432097,0.0596176710185185,0.004168449092592592,0.13279974777160494,0.03379396561111111,0.03625516683950615,
1,7,0.319404603496914,0.42560575555864233,0.05670843635185181,0.0012455908549382716,0.12832871270679014,0.06870691590123455,0.05425484220679011,
1,8,0.3626906829999999,0.356484311875,0.06948886809375,0.00504268184375,0.15531010210937501,0.05007914012499999,0.03973309953124999,
1,9,0.3759827392162163,0.37591039989189173,0.0727300952162162,0.00484544127027027,0.12533875856756754,0.045192576702702714,0.0447242888108108,
2,0,0.3235130337987013,0.4574292549350652,0.06025118211038959,0.008166076448051948,0.10274066478571425,0.047899801194805185,0.063309112,
2,1,0.4136919387299272,0.36348671731386867,0.0668688803357664,0.005532099897810219,0.11582925446715325,0.03459112364963504,0.050654772934306556,
2,2,0.39146769830729183,0.41432805066145834,0.06165344447916665,0.0019024424427083332,0.08522217769791667,0.04409518174479166,0.06000081382291663,
2,3,0.3916387260909092,0.4164431906363636,0.052715817480519477,0.004590770584415584,0.08207335785714286,0.05253814984415584,0.07376682579220778,
2,4,0.36482262334285703,0.4327515195571428,0.07299731611428573,0.0015633044285714287,0.08176728692857142,0.04609796447142857,0.03439680185714284,
2,5,0.3445546848033475,0.42452143503765727,0.07820175554393304,0.008072959238493724,0.1029940766485356,0.040609077799163174,0.06136777003347279,
2,6,0.37233205581642526,0.41629134328019357,0.0700636855507246,0.0033595967101449275,0.09303538527053137,0.04466368921256038,0.06554287591787437,
